Map,Random,MaxImmediateDistance,MCTS,QLearning,DQN
2024-12-06 08:06:17,-978,-675.0,32.0,-776.0,-1079.0
2024-12-06 08:05:39,32,32.0,82.0,-69.0,32.0
2024-12-06 08:01:09,-574,-170.0,32.0,-1079.0,32.0
2024-12-06 07:59:06,-978,-574.0,-473.0,-877.0,-1180.0
2024-12-06 08:02:11,-69,32.0,272.0,32.0,352.0
2024-12-06 08:05:06,-271,32.0,32.0,-574.0,32.0
2024-12-06 08:01:36,32,32.0,32.0,-978.0,-271.0
2024-12-06 07:59:39,32,32.0,32.0,-170.0,-574.0
2024-12-06 07:59:01,-473,32.0,32.0,-574.0,-1079.0
2024-12-06 08:06:19,32,32.0,32.0,32.0,32.0
2024-12-06 08:02:29,32,32.0,332.0,32.0,342.0
2024-12-06 08:06:26,32,32.0,32.0,32.0,-271.0
2024-12-06 08:01:31,-271,32.0,32.0,32.0,32.0
2024-12-06 08:05:01,-354,-473.0,-173.0,-777.0,39.0
2024-12-06 08:02:16,32,32.0,-69.0,32.0,32.0
2024-12-06 08:06:45,-978,-574.0,-776.0,-776.0,-69.0
2024-12-06 08:01:52,-776,-271.0,-271.0,-473.0,-776.0
2024-12-06 08:01:55,312,352.0,352.0,32.0,352.0
2024-12-06 08:06:42,-372,-69.0,-675.0,-675.0,-372.0
2024-12-06 08:02:44,32,32.0,32.0,32.0,32.0
2024-12-06 08:05:53,-69,32.0,90.0,-675.0,302.0
2024-12-06 07:59:53,32,32.0,32.0,32.0,32.0
2024-12-06 08:05:54,-372,32.0,32.0,32.0,32.0
2024-12-06 08:02:43,132,32.0,332.0,32.0,342.0
2024-12-06 07:59:54,-978,-271.0,-675.0,-675.0,32.0
2024-12-06 08:02:28,62,32.0,32.0,-271.0,32.0
2024-12-06 08:06:18,-978,-69.0,-71.0,-170.0,-21.0
2024-12-06 07:59:00,-877,32.0,32.0,-473.0,-69.0
2024-12-06 08:02:17,-574,32.0,-473.0,-675.0,-372.0
2024-12-06 08:05:00,-170,32.0,32.0,32.0,32.0
2024-12-06 08:01:30,-170,92.0,32.0,32.0,32.0
2024-12-06 08:06:27,32,32.0,132.0,32.0,32.0
2024-12-06 07:59:07,32,32.0,32.0,32.0,32.0
2024-12-06 08:01:08,-675,-39.0,122.0,-877.0,282.0
2024-12-06 08:05:38,-170,-574.0,181.0,-1382.0,32.0
2024-12-06 08:06:20,-271,32.0,32.0,-271.0,112.0
2024-12-06 07:59:38,-69,32.0,32.0,-574.0,-675.0
2024-12-06 08:01:37,-675,-574.0,-877.0,-372.0,-877.0
2024-12-06 08:05:07,32,262.0,32.0,32.0,32.0
2024-12-06 08:02:10,-574,-655.0,-877.0,-978.0,19.0
2024-12-06 07:59:31,32,32.0,32.0,32.0,32.0
2024-12-06 08:06:29,32,32.0,32.0,-574.0,252.0
2024-12-06 08:02:19,32,32.0,32.0,32.0,32.0
2024-12-06 08:06:16,-978,-877.0,151.0,-776.0,-394.0
2024-12-06 08:01:01,32,32.0,32.0,32.0,32.0
2024-12-06 08:05:31,-271,32.0,32.0,-574.0,-574.0
2024-12-06 08:02:26,-473,32.0,-574.0,-776.0,-69.0
2024-12-06 08:05:09,32,32.0,32.0,32.0,32.0
2024-12-06 07:59:36,32,32.0,52.0,32.0,32.0
2024-12-06 08:01:39,32,32.0,32.0,-675.0,32.0
2024-12-06 08:02:21,162,32.0,251.0,342.0,352.0
2024-12-06 08:05:36,-574,-170.0,32.0,-473.0,-170.0
2024-12-06 07:59:09,-271,32.0,-978.0,-675.0,-776.0
2024-12-06 08:01:06,-170,42.0,282.0,-574.0,61.0
2024-12-06 08:06:11,-69,32.0,-574.0,-372.0,-69.0
2024-12-06 08:00:52,32,32.0,282.0,32.0,32.0
2024-12-06 08:00:55,-1079,62.0,112.0,-574.0,71.0
2024-12-06 08:04:53,-473,-302.0,161.0,-877.0,-162.0
2024-12-06 08:03:44,-152,61.0,121.0,-271.0,32.0
2024-12-06 07:58:53,32,32.0,302.0,32.0,342.0
2024-12-06 08:03:43,-776,32.0,-69.0,-473.0,-69.0
2024-12-06 08:04:54,-1281,-776.0,-978.0,-978.0,-877.0
2024-12-06 07:58:54,-756,32.0,32.0,-69.0,92.0
2024-12-06 08:03:28,81,32.0,272.0,-473.0,231.0
2024-12-06 08:04:00,-574,32.0,-82.0,-978.0,82.0
2024-12-06 08:03:17,32,32.0,32.0,32.0,32.0
2024-12-06 08:00:30,-271,-372.0,32.0,-877.0,32.0
2024-12-06 08:00:08,-574,32.0,32.0,32.0,32.0
2024-12-06 08:04:38,-271,32.0,32.0,32.0,32.0
2024-12-06 07:58:38,-877,-69.0,32.0,-675.0,32.0
2024-12-06 08:00:37,-675,-69.0,-372.0,-675.0,-675.0
2024-12-06 08:03:10,32,32.0,32.0,32.0,32.0
2024-12-06 08:04:07,-877,-473.0,-675.0,-372.0,-978.0
2024-12-06 07:58:31,-69,32.0,32.0,-271.0,-271.0
2024-12-06 08:03:19,81,32.0,-112.0,-140.0,-1.0
2024-12-06 08:00:01,-675,32.0,-69.0,-372.0,32.0
2024-12-06 08:03:26,212,62.0,262.0,-473.0,342.0
2024-12-06 08:04:31,32,-69.0,102.0,32.0,32.0
2024-12-06 08:04:09,-80,62.0,272.0,-473.0,231.0
2024-12-06 07:58:36,-69,32.0,32.0,32.0,-170.0
2024-12-06 08:00:39,32,142.0,32.0,32.0,32.0
2024-12-06 08:04:36,-343,-90.0,49.0,32.0,352.0
2024-12-06 08:03:21,-776,72.0,32.0,-1483.0,-574.0
2024-12-06 08:00:06,32,32.0,32.0,32.0,32.0
2024-12-06 08:04:55,-675,-574.0,32.0,-1281.0,-69.0
2024-12-06 08:03:42,-675,32.0,171.0,-978.0,172.0
2024-12-06 07:58:55,-170,32.0,32.0,-170.0,-978.0
2024-12-06 08:04:52,32,32.0,32.0,32.0,32.0
2024-12-06 07:58:52,32,32.0,32.0,32.0,32.0
2024-12-06 08:00:54,-473,32.0,32.0,-978.0,32.0
2024-12-06 08:00:38,-69,-271.0,32.0,32.0,32.0
2024-12-06 07:58:37,32,32.0,32.0,32.0,32.0
2024-12-06 08:04:08,212,32.0,242.0,32.0,32.0
2024-12-06 08:00:07,-918,32.0,90.0,32.0,32.0
2024-12-06 08:03:20,-574,32.0,32.0,32.0,-170.0
2024-12-06 08:04:37,32,32.0,32.0,32.0,32.0
2024-12-06 08:03:18,-978,32.0,32.0,32.0,32.0
2024-12-06 07:58:30,32,32.0,32.0,32.0,32.0
2024-12-06 08:04:30,-675,-271.0,171.0,-1079.0,-41.0
2024-12-06 08:03:27,-1079,-372.0,-675.0,-675.0,-473.0
2024-12-06 08:00:00,-271,282.0,-776.0,-473.0,-372.0
2024-12-06 08:04:39,-1079,-574.0,-473.0,-877.0,-476.0
2024-12-06 08:00:09,-372,32.0,32.0,-877.0,-877.0
2024-12-06 08:04:06,-251,-776.0,-271.0,-776.0,-1281.0
2024-12-06 08:03:11,-170,-877.0,-271.0,-1079.0,32.0
2024-12-06 08:00:36,-473,-948.0,242.0,-313.0,-877.0
2024-12-06 07:58:39,-222,62.0,32.0,32.0,32.0
2024-12-06 08:03:29,32,32.0,352.0,-69.0,342.0
2024-12-06 08:00:31,-372,202.0,142.0,32.0,32.0
2024-12-06 08:03:16,-1079,-69.0,-574.0,-170.0,32.0
2024-12-06 08:04:01,32,32.0,32.0,32.0,32.0
2024-12-06 07:58:45,-271,32.0,32.0,-170.0,-776.0
2024-12-06 08:03:52,32,32.0,352.0,192.0,352.0
2024-12-06 08:04:45,-776,142.0,32.0,-473.0,-978.0
2024-12-06 08:04:42,-170,32.0,32.0,32.0,32.0
2024-12-06 08:03:55,32,32.0,-69.0,32.0,32.0
2024-12-06 08:00:44,-776,-372.0,32.0,-978.0,-675.0
2024-12-06 08:00:43,32,32.0,32.0,32.0,32.0
2024-12-06 08:04:27,-473,-675.0,-877.0,-574.0,-877.0
2024-12-06 08:03:30,-877,32.0,-170.0,-69.0,-69.0
2024-12-06 08:00:17,-69,32.0,-877.0,-473.0,302.0
2024-12-06 08:04:18,-675,-372.0,-372.0,-776.0,-776.0
2024-12-06 08:00:28,-271,32.0,-473.0,-271.0,-170.0
2024-12-06 07:58:27,-372,32.0,-69.0,32.0,-776.0
2024-12-06 08:00:10,32,32.0,32.0,32.0,282.0
2024-12-06 08:03:37,121,32.0,32.0,-776.0,-271.0
2024-12-06 08:04:20,-574,72.0,181.0,-574.0,-877.0
2024-12-06 07:58:20,32,32.0,32.0,-271.0,-271.0
2024-12-06 08:03:08,32,32.0,32.0,32.0,32.0
2024-12-06 08:00:26,-271,32.0,-473.0,32.0,32.0
2024-12-06 07:58:29,1,82.0,312.0,342.0,342.0
2024-12-06 08:03:01,32,32.0,32.0,32.0,32.0
2024-12-06 08:04:16,32,32.0,32.0,32.0,32.0
2024-12-06 08:00:19,-473,32.0,32.0,-69.0,-675.0
2024-12-06 08:04:29,32,32.0,32.0,32.0,32.0
2024-12-06 08:04:11,32,32.0,342.0,32.0,32.0
2024-12-06 08:03:06,-1079,32.0,32.0,32.0,-776.0
2024-12-06 08:00:21,32,32.0,252.0,32.0,32.0
2024-12-06 08:03:39,-282,32.0,151.0,-574.0,140.0
2024-12-06 08:00:42,32,-170.0,-372.0,32.0,32.0
2024-12-06 08:00:45,-372,32.0,92.0,-69.0,-69.0
2024-12-06 07:58:43,-473,-372.0,-574.0,-271.0,32.0
2024-12-06 08:03:54,-978,62.0,32.0,-473.0,-170.0
2024-12-06 08:04:43,-372,-473.0,32.0,-776.0,32.0
2024-12-06 07:58:44,32,32.0,191.0,-473.0,342.0
2024-12-06 08:03:53,171,32.0,302.0,32.0,332.0
2024-12-06 08:00:20,32,32.0,32.0,32.0,32.0
2024-12-06 08:03:07,-1281,32.0,71.0,-473.0,41.0
2024-12-06 08:04:10,-271,-69.0,32.0,-776.0,32.0
2024-12-06 08:03:38,-271,-69.0,32.0,-170.0,131.0
2024-12-06 08:04:17,91,32.0,221.0,-473.0,-69.0
2024-12-06 08:03:00,-372,32.0,32.0,-574.0,32.0
2024-12-06 07:58:28,-271,32.0,32.0,-877.0,32.0
2024-12-06 08:00:27,152,62.0,-69.0,-574.0,32.0
2024-12-06 08:04:28,-181,32.0,32.0,32.0,312.0
2024-12-06 08:00:18,-978,312.0,252.0,-978.0,312.0
2024-12-06 08:04:21,-414,32.0,120.0,-948.0,241.0
2024-12-06 08:03:36,32,32.0,32.0,-1180.0,32.0
2024-12-06 08:00:11,-675,32.0,32.0,-69.0,32.0
2024-12-06 07:58:21,-271,-170.0,32.0,-271.0,-1180.0
2024-12-06 08:00:16,-1079,62.0,32.0,-877.0,-69.0
2024-12-06 08:03:31,32,32.0,212.0,32.0,32.0
2024-12-06 08:04:26,-776,-473.0,-473.0,-978.0,252.0
2024-12-06 07:58:26,-675,-877.0,-574.0,-675.0,-877.0
2024-12-06 08:00:29,-271,32.0,-69.0,32.0,-69.0
2024-12-06 08:04:19,-1079,32.0,32.0,-170.0,-776.0
2024-12-06 08:01:42,32,32.0,122.0,32.0,32.0
2024-12-06 08:06:55,-473,32.0,212.0,32.0,282.0
2024-12-06 08:06:52,-271,32.0,-170.0,32.0,32.0
2024-12-06 08:01:45,32,32.0,32.0,32.0,32.0
2024-12-06 07:59:43,-1180,32.0,-69.0,-675.0,32.0
2024-12-06 08:05:43,-443,32.0,32.0,32.0,32.0
2024-12-06 08:02:54,32,32.0,52.0,32.0,32.0
2024-12-06 07:59:44,-69,32.0,32.0,-271.0,32.0
2024-12-06 08:02:53,-675,-574.0,32.0,-473.0,-675.0
2024-12-06 08:05:44,-486,112.0,-213.0,50.0,251.0
2024-12-06 08:06:37,-69,32.0,-473.0,-372.0,-271.0
2024-12-06 08:01:20,-473,62.0,32.0,-776.0,-253.0
2024-12-06 08:05:10,32,32.0,32.0,32.0,32.0
2024-12-06 08:02:07,-978,62.0,182.0,-978.0,52.0
2024-12-06 07:59:10,-271,-29.0,32.0,32.0,292.0
2024-12-06 08:06:08,-473,32.0,21.0,-574.0,32.0
2024-12-06 08:02:38,-69,32.0,32.0,32.0,32.0
2024-12-06 08:05:17,32,32.0,32.0,32.0,32.0
2024-12-06 07:59:28,-877,32.0,32.0,-69.0,32.0
2024-12-06 08:01:27,-473,32.0,32.0,-675.0,32.0
2024-12-06 08:06:30,32,32.0,32.0,32.0,32.0
2024-12-06 08:05:28,-1079,32.0,-271.0,-877.0,32.0
2024-12-06 07:59:17,-473,-574.0,-372.0,-1079.0,-776.0
2024-12-06 08:01:18,-69,32.0,32.0,-372.0,32.0
2024-12-06 08:02:36,-574,32.0,90.0,-170.0,-372.0
2024-12-06 08:05:21,112,62.0,211.0,52.0,122.0
2024-12-06 08:01:11,32,32.0,32.0,32.0,32.0
2024-12-06 08:06:06,32,32.0,-574.0,32.0,32.0
2024-12-06 08:02:09,32,72.0,172.0,-574.0,32.0
2024-12-06 08:06:39,-675,32.0,32.0,-372.0,-776.0
2024-12-06 07:59:21,-372,32.0,-251.0,-978.0,-978.0
2024-12-06 08:06:01,-372,-776.0,-372.0,-574.0,-473.0
2024-12-06 07:59:19,32,32.0,32.0,32.0,292.0
2024-12-06 08:01:16,32,-69.0,32.0,32.0,32.0
2024-12-06 08:05:26,82,52.0,242.0,-69.0,312.0
2024-12-06 08:02:31,-473,32.0,182.0,-69.0,32.0
2024-12-06 07:59:26,-372,32.0,-372.0,-675.0,322.0
2024-12-06 08:01:29,-271,32.0,32.0,-372.0,-69.0
2024-12-06 07:59:45,32,-978.0,-776.0,-978.0,32.0
2024-12-06 08:05:45,62,322.0,32.0,-978.0,322.0
2024-12-06 08:02:52,32,32.0,32.0,32.0,32.0
2024-12-06 07:59:42,-1079,52.0,42.0,-1079.0,32.0
2024-12-06 08:02:55,-615,-776.0,140.0,-232.0,150.0
2024-12-06 08:05:42,32,32.0,32.0,32.0,32.0
2024-12-06 08:01:44,32,32.0,32.0,32.0,32.0
2024-12-06 08:06:53,182,52.0,342.0,32.0,352.0
2024-12-06 08:06:54,-776,-776.0,61.0,-473.0,212.0
2024-12-06 08:01:43,-31,-877.0,-1180.0,-574.0,-372.0
2024-12-06 08:02:30,42,342.0,342.0,32.0,342.0
2024-12-06 08:05:27,-877,-170.0,29.0,-473.0,141.0
2024-12-06 08:01:17,32,32.0,32.0,32.0,32.0
2024-12-06 07:59:18,132,32.0,312.0,32.0,32.0
2024-12-06 08:06:00,32,32.0,32.0,-675.0,32.0
2024-12-06 08:05:18,202,32.0,32.0,-776.0,32.0
2024-12-06 08:01:28,-574,-69.0,32.0,-1079.0,-776.0
2024-12-06 07:59:27,-344,-69.0,-574.0,32.0,-372.0
2024-12-06 08:06:07,-675,62.0,-473.0,-776.0,132.0
2024-12-06 08:01:10,-69,32.0,32.0,-170.0,32.0
2024-12-06 08:05:20,-574,32.0,32.0,-170.0,-90.0
2024-12-06 08:02:37,-776,32.0,32.0,-1180.0,-69.0
2024-12-06 07:59:20,32,32.0,32.0,-473.0,32.0
2024-12-06 08:06:38,-69,72.0,112.0,32.0,32.0
2024-12-06 08:02:08,31,32.0,221.0,-49.0,140.0
2024-12-06 08:06:31,-69,32.0,32.0,32.0,32.0
2024-12-06 08:01:26,-675,32.0,-473.0,-776.0,32.0
2024-12-06 07:59:29,32,32.0,32.0,32.0,32.0
2024-12-06 08:05:16,-170,32.0,32.0,32.0,32.0
2024-12-06 08:02:01,32,32.0,32.0,-574.0,32.0
2024-12-06 08:01:19,32,32.0,-69.0,32.0,32.0
2024-12-06 08:05:29,32,32.0,32.0,32.0,-372.0
2024-12-06 08:02:06,-574,32.0,102.0,-574.0,-473.0
2024-12-06 08:05:11,-372,52.0,32.0,-473.0,-473.0
2024-12-06 08:01:21,-170,-170.0,-170.0,-170.0,-69.0
2024-12-06 08:06:36,-372,32.0,-271.0,32.0,32.0
2024-12-06 08:02:39,-191,-59.0,292.0,-372.0,140.0
2024-12-06 08:06:09,-170,242.0,241.0,-574.0,-100.0
2024-12-06 07:59:11,-776,-372.0,-271.0,-1180.0,32.0
2024-12-06 07:59:33,-372,-69.0,31.0,-473.0,-877.0
2024-12-06 08:05:33,32,32.0,32.0,32.0,-473.0
2024-12-06 08:02:24,-1180,-372.0,-69.0,-675.0,-776.0
2024-12-06 08:06:14,-574,32.0,-271.0,-776.0,32.0
2024-12-06 08:01:03,-1685,32.0,-271.0,-1079.0,-271.0
2024-12-06 07:59:34,32,32.0,32.0,-170.0,-69.0
2024-12-06 08:01:04,-372,-69.0,-776.0,-574.0,32.0
2024-12-06 08:06:13,32,32.0,32.0,32.0,32.0
2024-12-06 08:02:23,-271,32.0,21.0,-69.0,-675.0
2024-12-06 08:05:34,-574,32.0,-877.0,-675.0,-271.0
2024-12-06 07:59:02,-60,-69.0,-170.0,-271.0,-170.0
2024-12-06 08:01:32,51,32.0,262.0,32.0,241.0
2024-12-06 08:06:25,-69,152.0,32.0,-877.0,-69.0
2024-12-06 08:02:15,-1079,72.0,-141.0,-574.0,-877.0
2024-12-06 08:05:02,52,32.0,332.0,32.0,332.0
2024-12-06 07:59:05,-978,-372.0,-776.0,-776.0,32.0
2024-12-06 08:05:05,-978,42.0,32.0,-271.0,-69.0
2024-12-06 08:02:12,32,32.0,32.0,32.0,32.0
2024-12-06 08:06:22,-675,-140.0,171.0,-161.0,150.0
2024-12-06 08:01:35,32,32.0,252.0,32.0,32.0
2024-12-06 08:02:46,-978,-473.0,-776.0,-1180.0,-221.0
2024-12-06 08:05:51,-675,32.0,32.0,-776.0,32.0
2024-12-06 08:06:49,32,32.0,302.0,32.0,342.0
2024-12-06 07:59:51,39,-645.0,191.0,-314.0,-163.0
2024-12-06 08:05:56,32,32.0,32.0,32.0,32.0
2024-12-06 08:02:41,32,32.0,32.0,32.0,32.0
2024-12-06 07:59:56,-776,-271.0,40.0,-1281.0,91.0
2024-12-06 08:01:59,32,32.0,32.0,-372.0,292.0
2024-12-06 08:06:47,-433,62.0,312.0,212.0,32.0
2024-12-06 08:01:50,-473,-69.0,-69.0,-1079.0,-473.0
2024-12-06 08:02:48,32,-271.0,-170.0,-473.0,-271.0
2024-12-06 07:59:58,32,32.0,32.0,32.0,32.0
2024-12-06 08:01:57,-776,32.0,32.0,-675.0,32.0
2024-12-06 08:06:40,32,-170.0,32.0,32.0,-372.0
2024-12-06 08:05:58,32,32.0,32.0,32.0,32.0
2024-12-06 07:59:04,-170,32.0,-69.0,32.0,32.0
2024-12-06 08:01:34,32,62.0,272.0,32.0,332.0
2024-12-06 08:06:23,32,32.0,32.0,32.0,32.0
2024-12-06 08:02:13,-776,62.0,-544.0,150.0,39.0
2024-12-06 08:05:04,-1180,-574.0,-1079.0,-978.0,-271.0
2024-12-06 07:59:03,32,52.0,262.0,32.0,32.0
