Map,Random,MaxImmediateDistance,MCTS,QLearning,DQN
2024-12-05 21:52:27,16,-186.0,-36.0,16.0,166.0
2024-12-05 21:49:33,66,16.0,156.0,16.0,16.0
2024-12-05 21:55:08,16,16.0,176.0,16.0,16.0
2024-12-05 21:51:38,16,16.0,96.0,-186.0,-489.0
2024-12-05 21:52:20,16,16.0,176.0,16.0,166.0
2024-12-05 21:55:37,-489,56.0,156.0,16.0,-590.0
2024-12-05 22:01:14,-186,16.0,16.0,16.0,-85.0
2024-12-05 21:46:44,76,46.0,156.0,-85.0,16.0
2024-12-05 21:51:07,16,16.0,16.0,16.0,16.0
2024-12-05 21:59:58,46,46.0,136.0,176.0,166.0
2024-12-05 22:02:33,16,16.0,16.0,16.0,16.0
2024-12-05 22:02:50,16,16.0,16.0,16.0,16.0
2024-12-05 21:52:43,-287,36.0,-197.0,-1196.0,86.0
2024-12-05 21:55:54,-590,16.0,96.0,16.0,126.0
2024-12-05 21:59:04,66,56.0,176.0,16.0,46.0
2024-12-05 21:49:50,16,-893.0,-489.0,-388.0,-85.0
2024-12-05 22:01:48,16,16.0,16.0,16.0,16.0
2024-12-05 21:55:53,16,16.0,-287.0,16.0,16.0
2024-12-05 21:52:44,16,16.0,16.0,16.0,16.0
2024-12-05 22:02:57,136,16.0,176.0,16.0,176.0
2024-12-05 21:49:57,16,16.0,106.0,-166.0,-197.0
2024-12-05 21:59:03,-186,66.0,45.0,-429.0,65.0
2024-12-05 22:01:46,16,16.0,-85.0,-186.0,16.0
2024-12-05 21:56:42,16,16.0,-177.0,-287.0,-36.0
2024-12-05 21:51:55,16,16.0,66.0,16.0,156.0
2024-12-05 21:59:35,-287,126.0,-136.0,-85.0,26.0
2024-12-05 21:51:52,16,16.0,146.0,16.0,16.0
2024-12-05 21:56:45,106,16.0,176.0,16.0,166.0
2024-12-05 21:49:59,16,16.0,16.0,16.0,-85.0
2024-12-05 22:01:41,-550,16.0,35.0,16.0,156.0
2024-12-05 22:02:59,-186,16.0,46.0,-388.0,-186.0
2024-12-05 21:59:32,16,16.0,16.0,16.0,16.0
2024-12-05 21:51:39,116,56.0,176.0,-85.0,16.0
2024-12-05 21:49:32,16,16.0,16.0,16.0,16.0
2024-12-05 21:55:09,16,16.0,106.0,16.0,16.0
2024-12-05 21:56:11,16,16.0,-96.0,-85.0,16.0
2024-12-05 21:59:59,16,16.0,56.0,16.0,16.0
2024-12-05 21:51:06,-76,16.0,-106.0,75.0,16.0
2024-12-05 22:02:32,-186,-590.0,-85.0,-287.0,-489.0
2024-12-05 21:55:36,126,16.0,156.0,16.0,55.0
2024-12-05 21:52:21,-287,-237.0,-186.0,-85.0,-641.0
2024-12-05 22:01:15,-489,-85.0,-287.0,16.0,-691.0
2024-12-05 21:46:45,-85,16.0,16.0,-85.0,16.0
2024-12-05 21:52:19,66,86.0,-136.0,16.0,-287.0
2024-12-05 21:49:35,-176,16.0,46.0,-590.0,16.0
2024-12-05 21:56:29,-489,-489.0,-186.0,-792.0,16.0
2024-12-05 22:01:12,16,16.0,16.0,16.0,16.0
2024-12-05 21:46:42,66,176.0,176.0,176.0,176.0
2024-12-05 21:52:26,56,46.0,55.0,75.0,16.0
2024-12-05 21:55:31,-459,-287.0,-590.0,-287.0,96.0
2024-12-05 22:02:35,86,16.0,146.0,16.0,146.0
2024-12-05 21:51:01,-75,16.0,56.0,16.0,16.0
2024-12-05 21:56:16,-85,16.0,16.0,-489.0,-85.0
2024-12-05 21:49:03,-893,-287.0,-76.0,-893.0,166.0
2024-12-05 21:55:38,-691,-358.0,146.0,-691.0,-96.0
2024-12-05 21:59:57,16,16.0,86.0,16.0,-489.0
2024-12-05 21:51:08,16,16.0,16.0,16.0,16.0
2024-12-05 21:52:10,16,16.0,-186.0,16.0,16.0
2024-12-05 21:55:07,116,46.0,126.0,-994.0,96.0
2024-12-05 22:01:24,16,16.0,36.0,16.0,136.0
2024-12-05 21:51:37,16,116.0,16.0,16.0,16.0
2024-12-05 21:56:20,-893,-186.0,-85.0,-792.0,-287.0
2024-12-05 22:02:03,-85,56.0,116.0,-792.0,156.0
2024-12-05 21:56:18,16,16.0,176.0,96.0,75.0
2024-12-05 21:52:28,96,36.0,166.0,-287.0,176.0
2024-12-05 21:49:04,106,-85.0,-26.0,16.0,5.0
2024-12-05 22:02:04,36,16.0,75.0,65.0,156.0
2024-12-05 21:56:27,16,16.0,156.0,16.0,96.0
2024-12-05 21:51:30,-893,16.0,55.0,-227.0,-26.0
2024-12-05 22:01:23,86,16.0,176.0,16.0,176.0
2024-12-05 21:55:00,-186,16.0,16.0,16.0,116.0
2024-12-05 21:52:17,16,16.0,16.0,16.0,16.0
2024-12-05 22:01:58,36,36.0,176.0,-308.0,-85.0
2024-12-05 21:49:40,-691,46.0,176.0,-287.0,75.0
